point,XGBoost_RMSE,LSTM_RMSE,LightGBM_RMSE,TimesFM_RMSE,Informer_RMSE,Autoformer_RMSE,NHiTS_RMSE,LSTM_minus_XGBoost,LSTM_over_XGBoost
point817,0.0015977416522746433,0.0020355552701334227,0.001464558923658972,0.031228071297270468,0.012052472175502309,0.01830211522313703,0.015785153526920642,0.00043781361785877933,1.2740202818368545
point676,0.002121461741426315,0.0025569950726216577,0.0019662289811670664,0.0298827442649466,0.009302024838524296,0.018076794513974048,0.0121037479830227,0.0004355333311953425,1.2052986969741541
point842,0.0025370033186303126,0.002971372341641441,0.002295818986756618,0.01900965598791647,0.013647834058690897,0.019750633692669526,0.015738698792117718,0.0004343690230111286,1.1712134232625433
point64,0.0020707325531562066,0.002500827816223146,0.002032960079800397,0.028309941629071193,0.010986244826551693,0.016451463625533243,0.010704727099287126,0.00043009526306693946,1.2077019856627014
point536,0.002839017507074016,0.003263870046160143,0.002748581024782605,0.039437225036686514,0.013661490515859992,0.017984815531584108,0.01616048767588701,0.00042485253908612674,1.1496477348334473
point144,0.0027413311153696497,0.0031618320286810175,0.002625006000981614,0.037003728219282946,0.015923136552897496,0.021234326256120487,0.011239984189791084,0.0004205009133113678,1.1533929669983212
point606,0.0015716210413172032,0.0019913346448002327,0.0015524852465080938,0.017997958369509477,0.010245629689422029,0.014800602298905018,0.010248999015153623,0.00041971360348302955,1.2670577654847763
point358,0.0028910415508333247,0.003309841753987248,0.0026723398368905184,0.035633953383873936,0.015121268349962323,0.019237462243388233,0.012541886119881294,0.00041880020315392336,1.1448613573309616
point813,0.0035247959171183533,0.003943520030714415,0.003307422973623551,0.04301199247373211,0.017452332008881577,0.026163201854963267,0.014000747555416757,0.0004187241135960619,1.1187938602523075
point902,0.002693744433310671,0.0031111610584682106,0.0025662753892172255,0.039240143423935066,0.026294286955786655,0.03869691916099271,0.015393590454168266,0.00041741662515753977,1.1549577680776961
point706,0.0031744124939042497,0.0035901333981846737,0.0032487007059665684,0.026073455400864403,0.020901660752023637,0.030827609396357175,0.022414847462074297,0.00041572090428042404,1.1309599508818478
point691,0.0014226110040499362,0.001836272193477783,0.0014927599832122876,0.01941569971756001,0.013219830053404803,0.021000280126384288,0.009687422779984262,0.00041366118942784674,1.2907760366327987
point133,0.002828751478629615,0.00324102055720049,0.002969801840626408,0.02993735128779891,0.011265811655375737,0.020235321582299393,0.020792252994885886,0.0004122690785708749,1.1457424173475281
point16,0.002362168578115663,0.002773715155987951,0.00243729349122528,0.036119327577896994,0.01289832894535703,0.02001146080128398,0.018599587665424445,0.00041154657787228783,1.174224050597009
point496,0.00205253547458076,0.002457284451035176,0.002130525910781177,0.021140671711309983,0.011751257447098921,0.018205676022604176,0.010540862230040221,0.00040474897645441594,1.197194631453124
